3	4587	RT @nytclimate: From @NYTOpinion: We’re not in this climate mess because we heat our homes or drive cars, which is what fossil fuel compani…
3	3300	RT @nytclimate: From @NYTOpinion: We’re not in this climate mess because we heat our homes or drive cars, which is what fossil fuel compani…
3	225	#qt Morrison lying again not talking about global warming dodging question from Adam Bant
3	4583	RT @nytclimate: From @NYTOpinion: We’re not in this climate mess because we heat our homes or drive cars, which is what fossil fuel compani…
3	5907	RT @nytclimate: From @NYTOpinion: We’re not in this climate mess because we heat our homes or drive cars, which is what fossil fuel compani…
3	9584	"RT @PatVPeters: University Fires Professor Who Proved Polar Bears are NOT Being Killed Off by Global Warming
https://t.co/wdWWrzCf3X"
3	8768	RT @nytclimate: From @NYTOpinion: We’re not in this climate mess because we heat our homes or drive cars, which is what fossil fuel compani…
3	1156	RT @junswrId: this girl in my class is saying she doesn’t believe in climate change/global warming 😭😭😭😭 girl u cannot argue with SCIENCE i’…
3	7387	University Fires Professor Who Proved Polar Bears are NOT Being Killed Off by Global Warming https://t.co/rK10H5aWTH via @PoliticsIsDirty
3	2551	#theory 75% of wster is undiscovered, what if dinosaurs are frozen in that 75% because it’s cold, because of global… https://t.co/UHJVP1h0Do
3	7681	RT @nytclimate: From @NYTOpinion: We’re not in this climate mess because we heat our homes or drive cars, which is what fossil fuel compani…
3	8758	RT @thegwpfcom: Another Climate Scare Debunked: Great Barrier Reef In Good Shape, Has ‘Vibrant Future’, Reef Authority Says - The Global Wa…
3	7952	"RT @JunkScience: Aviation emissions are a mere 2% of emissions.

So even if you believe the fairy tale of global warming doom, aviation emi…"
3	4542	RT @nytclimate: From @NYTOpinion: We’re not in this climate mess because we heat our homes or drive cars, which is what fossil fuel compani…
3	569	RT @nytclimate: From @NYTOpinion: We’re not in this climate mess because we heat our homes or drive cars, which is what fossil fuel compani…
3	8920	RT @thegwpfcom: Great Barrier Reef In Good Shape, Has ‘Vibrant Future’, Reef Authority Says - The Global Warming Policy Forum (GWPF) https:…
3	4908	"Sustainability: It's complicated. 

Latest example by @cglennvino https://t.co/ySb4gQKLom via @NewsHour"
3	8041	RT @nytclimate: From @NYTOpinion: We’re not in this climate mess because we heat our homes or drive cars, which is what fossil fuel compani…
3	467	global warming is strengthening, the earth is makin moves
3	199	"RT @AAnon55: [They] would be one of [them].

What half of the population would [they] chose to get rid of?
Christians?

Today, [they] call…"
4	2992	RT @HumanProgress: Amid all the talk of an imminent planetary catastrophe, another fact is often ignored: global greening is happening fast…
4	1257	"Conservatives: ""it's chilly today so global warming is fake""

Liberals: ""this one guy is rich and I don't think he… https://t.co/j9YCsxX22t"
4	5678	@michaelmalice @APLMom If humans are causing catastrophic global warming, then we are dead already because our poli… https://t.co/T2C9R7p9gL
4	9793	@CdnPress @CdnPress_Ott The Greens moment in time will come if the current parties don't get serious about climate… https://t.co/le51AbAFe8
4	6098	RT @realDonaldTrump: Give me clean, beautiful and healthy air - not the same old climate change (global warming) bullshit! I am tired of he…
4	1892	@WASBAPPIN It would be more accurate to say that global warming is very real but that humans aren't going to come t… https://t.co/EIEYObIC4T
4	4893	Deleting meat and animal products from the menu might be unthinkable for many people but sparing cows would signifi… https://t.co/MtGuBhiQks
4	6657	“The investigation followed parallel investigations by InsideClimate News and the Los Angeles Times showing how the… https://t.co/sq8uKxUqqE
4	4584	We need to do this worldwide. Less than 100 companies cause more than half of global warming. https://t.co/dMaeHwgvO1
4	5753	RT @deeecoast: people really don't believe in global warming and it's sad
4	6321	"Bat sh_ _ crazy

https://t.co/90SkP9O6TH"
4	8874	@meralee727 No, she probably won't go to canada, he isn't as charming as he was before pioneering global warming in… https://t.co/OV8pMndPur
4	6908	Well there is NO Global Warming since 11980 ! And CO2 do not harm anything at all. NO CO2, no life on the planet. N… https://t.co/FRXyBp25ov
4	6390	RT @bmarcois: Remember when global warming was killing the polar bears? It wasn’t. In the last 50 years, their population has grown from ab…
4	4737	"RT @ADevotedYogi: @HolmesFrank @pureunfoldment1 @TappingCourage @Captbobdad, @dbirch214, @gtbtk2,

How is this not a Top-Level Reputable Au…"
4	5266	RT @ziwe: this is exactly how america reacts to global warming https://t.co/cgsb8xk9t3
4	2216	"@LiMingRichter Global Warming ❌
Local War Ming 💯"
4	2777	"RT @CClimateAction: ""Even if the world could halt global warming now, scientists still expect that more than 90 percent of corals will die…"
4	9648	NASA must withdraw the false 97 percent claim for global warming https://t.co/m9bK6IsOFL
4	292	@quieroserabuela @PersuasionRisng @AgtRigor @Andrewemcameron @ZombiePiano @glinch72 @equi_noctis @RustyAway… https://t.co/FF56L75ZvY
4	3026	Yet more proof of systemic bias of global temperature datasets, cooling the past and warming the present to exagger… https://t.co/QiiejUt8gJ
4	4784	RT @cmdkenyon: A reminder ‘coral reefs would decline by 70-90% with global warming of 1.5°C, whereas virtually all (&gt; 99%) would be lost wi…
4	4530	RT @TamarHaspel: OK this has come up a couple of times and I am going to rant about it. NO, we can't use organic methods to feed the world…
4	6945	RT @ni_briann: If global warming is real then why am I cold @BillNye
4	2116	@feeIingmyoats So many good Mcternan moments. His rant about how anyone who thinks New Labour wasn't neoliberal mad… https://t.co/EpSjYVi94S
5	9564	"RT @KingAJ40: Those Are Some Good Burgers!

Good for These Fast Food Workers Who Manhandled Global Warming Protesters

https://t.co/poaELW1…"
5	241	"RT @JaggerMickOZ: CO2 can absorb IR but can’t trap and hold heat

Mean Free Path - 33m

Retention Time - 10,000th of a second

Death Blow t…"
5	6117	Global warming here in Nisku. Help https://t.co/56i0HdgwSp
5	2588	"A growing hole in the ozone IS related to global warming, but when it shrinks it's NOT.

#LiberalLogic

https://t.co/9xSPCpByPY"
5	3027	@1776Stonewall @826Maureen Appalling. Don't these Polar Bears understand their part in Global warming? They need a… https://t.co/nbK2arlNJZ
5	179	"sorry libarts-cel but global warming is fake af. 

i understand tho that this is the only edgy take in this milieu https://t.co/XtrXo0kCLy"
5	6349	@greeneurocycle @Ridintheworld Probably doing his bit for the non existent global warming whilst breathing in what… https://t.co/AXVBuQQyqD
5	3385	It dropped from 90° to 43° overnight, maybe global warming will instantly be solved if veronica secretly recorded h… https://t.co/esrPDmuGpD
5	5465	RT @ClimateHawk2: @lorrie_e @Chrisitv @lovedotit @CarbonBrief @WhichUK @WarrenWhitlock @GeorgeTakei @ECOWARRIORSS @itvnews One of my favori…
5	7204	Help keep the air clean &amp; stop global warming  1 decision at a time. Learn more here: https://t.co/1ev76D0oQT https://t.co/YHLknVYfNc
5	55	RT @mexicanvannilla: @carmenncasillas global warming
5	245	@TheBabylonBee @99freemind Oh just like global warming turned to climate change then changed to climate emergency/c… https://t.co/BaCuN2XBKS
5	7273	RT @parrish4mn: The global warming now climate change agenda and narrative is a scam created for the sole purpose of creating a financial c…
5	9340	Ozone hole shrinks to smallest size on record, and it's not related to global warming https://t.co/8SShDSysE7 via @usatoday
5	6213	Udah malem dan masih panas dan dan dan gue di Bandung aiont care about global warming anymore can we all just die t… https://t.co/2u7hlN5ESO
5	1766	RT @animatedtext: my boner is huge but so is my concern for global warming https://t.co/GXsa7mJU3Q
5	3103	"RT @1000Frolly: ""Global Warming"" on Neptune matches Earth's global warming - and follows solar activity; https://t.co/9oZD3S7Z7n"
5	2679	"RT @EVILJOHNSAVAGE: ORIGINS OF THE GLOBAL WARMING CLIMATE HOAX

GLOBAL WARMING CRISIS A WAS MADE UP LIE

BY THE CLUB OF ROME IN 1968

IT WA…"
5	3853	"RT @EDsTrainz: This dude sitting near me at the place I'm getting food at legit just asked to turn the TV off because ""This is all fake new…"
5	5932	Is this because @JohnCornyn &amp; @SenTedCruz have been ineffective in getting Trump to grant emergency funds during th… https://t.co/YyRGlFXsaH
5	4005	"RT @ohboywhatashot: The #CO2 global warming debate is not over.

In the past 2000 years:

🔹 the Roman warm period
🔹 the cooler Dark Ages
🔹…"
5	8942	@qnafess Global warming
5	5008	"Global warming..
Now a days global warming has been increasing and lack of plants and greenary so we should have to… https://t.co/KCxrxFMB2v"
5	832	"@Jamie_Margolin @_mirabile_ 1970s Ice age/ Overpopulation 
1980s Hairspray Ozone later
1990s Global Warming / Under… https://t.co/Au0QZaOKy7"
5	2303	...5  5/5:..We have ~ 10,000 years left before the next ice age knocks on our door. Those left on our planet will n… https://t.co/vidWq3YPml
